SN,idx_kpr,file_kpr,phase_kpr,low_wl_kpr,high_wl_kpr,snr_kpr,src_kpr,z_uni,m_b_uni,m_b_err_uni,x1_uni,x1_err_uni,c_uni,c_err_uni,mu_uni,mu_err_uni,sn_kpr
2001ep,375,sn2001ep-20011020.44-fast.flm,2.6551406582995143,3724.0,7392.0,102.262879868607,cfa,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,376,sn2001ep-20011021.43-fast.flm,3.632311383841832,3724.0,7392.0,107.40258177401222,cfa,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,377,sn2001ep-20011022.43-fast.flm,4.619352520755295,3724.0,7392.0,95.0073069725321,cfa,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,378,sn2001ep-20011023.45-fast.flm,5.626134480403866,3724.0,7392.0,97.31204643257729,cfa,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,379,sn2001ep-20011024.43-fast.flm,6.593434794582223,3724.0,7392.0,90.3810451714522,cfa,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001fe,43,sn2001fe-20011115-ui.flm,-1.06458656252784,3290.0,10210.0,167.00838995414577,bsnip,0.0145,14.63,0.15,0.41,0.18,0.03,0.02,33.92,0.22,2001fe
2001fe,380,sn2001fe-20011114.49-fast.flm,-2.00584289307376,3724.0,7388.0,100.43296037745262,cfa,0.0145,14.63,0.15,0.41,0.18,0.03,0.02,33.92,0.22,2001fe
2001fe,381,sn2001fe-20011116.51-fast.flm,-0.012826344125890043,3724.0,7388.0,111.78030734947446,cfa,0.0145,14.63,0.15,0.41,0.18,0.03,0.02,33.92,0.22,2001fe
2001fe,382,sn2001fe-20011119.47-fast.flm,2.907633549375127,3724.0,7388.0,41.495564059617635,cfa,0.0145,14.63,0.15,0.41,0.18,0.03,0.02,33.92,0.22,2001fe
2001fe,383,sn2001fe-20011122.48-fast.flm,5.877425535674655,3724.0,7388.0,96.98767309551323,cfa,0.0145,14.63,0.15,0.41,0.18,0.03,0.02,33.92,0.22,2001fe
2001fh,44,sn2001fh-20011116-ui-corrected.flm,5.8687647459498224,3310.0,10216.0,35.059070321037694,bsnip,0.0121,14.23,0.25,-2.61,0.33,-0.03,0.02,33.31,0.3,2001fh
2001fh,384,sn2001fh-20011107.20-fast.flm,-3.0691319756404467,3726.0,7392.0,50.23627600423472,cfa,0.0121,14.23,0.25,-2.61,0.33,-0.03,0.02,33.31,0.3,2001fh
2001fh,385,sn2001fh-20011108.19-fast.flm,-2.091827165123819,3726.0,7392.0,46.33781525615545,cfa,0.0121,14.23,0.25,-2.61,0.33,-0.03,0.02,33.31,0.3,2001fh
2001fh,386,sn2001fh-20011109.10-fast.flm,-1.1934964807180335,3726.0,7392.0,20.296169614894236,cfa,0.0121,14.23,0.25,-2.61,0.33,-0.03,0.02,33.31,0.3,2001fh
2001fh,387,sn2001fh-20011115.09-fast.flm,4.719691211162401,3726.0,7392.0,83.41444789770794,cfa,0.0121,14.23,0.25,-2.61,0.33,-0.03,0.02,33.31,0.3,2001fh
2001g,388,sn2001G-20010115.32-fast.flm,-6.1282295897791705,3712.0,7366.0,93.15582008665592,cfa,0.0173,14.91,0.14,-0.08,0.36,-0.02,0.05,34.25,0.22,2001g
2001g,389,sn2001G-20010125.34-fast.flm,3.7265064862230712,3712.0,7366.0,118.99497571773769,cfa,0.0173,14.91,0.14,-0.08,0.36,-0.02,0.05,34.25,0.22,2001g
2001gc,390,sn2001gc-20011122.26-fast.flm,-4.501172384695328,3702.0,7346.0,27.175455604816648,cfa,0.0193,15.52,0.24,0.17,0.92,0.21,0.11,34.34,0.22,2001gc
2001n,391,sn2001N-20010122.46-fast.flm,3.6600475012864417,3696.0,7334.0,39.31120754817621,cfa,0.0221,16.51,0.10,-0.44,0.27,0.35,0.02,34.91,0.19,2001n
2001n,392,sn2001N-20010124.39-fast.flm,5.550304840725036,3696.0,7334.0,53.67094612837182,cfa,0.0221,16.51,0.10,-0.44,0.27,0.35,0.02,34.91,0.19,2001n
2001v,393,sn2001V-20010225.30-fast.flm,-6.52008141727037,3718.0,7378.0,55.79822407157905,cfa,0.016,14.54,0.14,0.77,0.14,0.05,0.02,33.82,0.21,2001v
2001v,394,sn2001V-20010226.30-fast.flm,-5.5348772139951565,3718.0,7378.0,62.42584528430443,cfa,0.016,14.54,0.14,0.77,0.14,0.05,0.02,33.82,0.21,2001v
2001v,395,sn2001V-20010227.33-fast.flm,-4.5201168846228335,3718.0,7378.0,135.55732005452953,cfa,0.016,14.54,0.14,0.77,0.14,0.05,0.02,33.82,0.21,2001v
2001v,396,sn2001V-20010301.47-fast.flm,-2.4117798896144524,3718.0,7378.0,114.7871939568153,cfa,0.016,14.54,0.14,0.77,0.14,0.05,0.02,33.82,0.21,2001v
2002ar,45,sn2002ar-20020211-ui.flm,4.157872970812186,3256.0,10046.0,7.830615835845847,bsnip,0.0312,\nodata,\nodata,\nodata,\nodata,0.128,6.0,f\\,,2002ar
2002bf,46,sn2002bf-20020307-os.flm,3.951388258312279,3860.0,8542.0,392.7834318585697,bsnip,0.0249,16.51,0.11,-2.30,0.46,0.3,0.04,34.80,0.19,2002bf
2002bf,397,sn2002bf-20020306.22-fast.flm,2.797313407477236,3686.0,7312.0,59.19284998637175,cfa,0.0249,16.51,0.11,-2.30,0.46,0.3,0.04,34.80,0.19,2002bf
2002bf,398,sn2002bf-20020309.25-fast.flm,5.755728634234233,3686.0,7312.0,64.83453422427871,cfa,0.0249,16.51,0.11,-2.30,0.46,0.3,0.04,34.80,0.19,2002bf
2002bf,399,sn2002bf-20020310.24-fast.flm,6.722339549905692,3686.0,7312.0,44.54469652264629,cfa,0.0249,16.51,0.11,-2.30,0.46,0.3,0.04,34.80,0.19,2002bf
2002bo,47,sn2002bo-20020322-ui-corrected.flm,-1.3074563849298184,3340.0,10306.0,49.1479019745216,bsnip,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,400,sn2002bo-20020317.35-fast.flm,-6.1041185374060545,3758.0,7458.0,145.55339279700158,cfa,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,401,sn2002bo-20020318.27-fast.flm,-5.188002867846731,3758.0,7458.0,118.6120616077284,cfa,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,402,sn2002bo-20020319.34-fast.flm,-4.12252051303144,3758.0,7458.0,126.49067897946071,cfa,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,403,sn2002bo-20020320.26-fast.flm,-3.2064048434648726,3758.0,7458.0,137.5950372893375,cfa,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,404,sn2002bo-20020321.24-fast.flm,-2.230542499806061,3758.0,7458.0,158.15083169433726,cfa,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,405,sn2002bo-20020322.17-fast.flm,-1.304469051227742,3758.0,7458.0,141.35758529854132,cfa,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,940,2002bo_20020318_3184_7576_00.dat,-5.456862901301682,3224.0,7494.0,306.0944222282767,other,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,941,2002bo_20020319_3362_7725_00.dat,-4.461084999604878,3402.0,7642.0,274.01835789026364,other,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,942,2002bo_20020319_3364_7724_00.dat,-4.461084999604878,3404.0,7640.0,109.85768778833751,other,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,943,2002bo_20020320_3305_9125_00.dat,-3.465307097908071,3344.0,9036.0,219.19288518821344,other,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,944,2002bo_20020321_3306_9127_00.dat,-2.469529196211265,3346.0,9038.0,273.5826834904793,other,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,945,2002bo_20020322_3200_8974_00.dat,-1.4737512945144602,3240.0,8886.0,35.90218691691706,other,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bo,946,2002bo_20020323_3356_10385_00.dat,-0.4779733928176546,3396.0,10290.0,353.32797712351464,other,0.0053,13.91,0.41,-0.75,0.12,0.44,0.02,32.04,0.44,2002bo
2002bz,48,sn2002bz-20020408-ui.flm,5.641410323650835,3234.0,9976.0,20.967035754250684,bsnip,0.0378,16.89,0.09,-1.65,0.34,-0.09,0.04,36.22,0.18,2002bz
2002cd,49,sn2002cd-20020420-ui-corrected.flm,1.3629021402615422,3320.0,10242.0,44.37031522553188,bsnip,0.0097,15.47,0.24,0.68,0.21,0.59,0.02,33.42,0.29,2002cd
2002cd,406,sn2002cd-20020412.49-fast.flm,-6.5749883208131745,3734.0,7392.0,33.233217945902645,cfa,0.0097,15.47,0.24,0.68,0.21,0.59,0.02,33.42,0.29,2002cd
2002cd,407,sn2002cd-20020413.48-fast.flm,-5.595124036960113,3734.0,7392.0,40.174323446359814,cfa,0.0097,15.47,0.24,0.68,0.21,0.59,0.02,33.42,0.29,2002cd
2002cd,408,sn2002cd-20020414.49-fast.flm,-4.595464515059888,3734.0,7392.0,44.04014011058881,cfa,0.0097,15.47,0.24,0.68,0.21,0.59,0.02,33.42,0.29,2002cd
2002cd,409,sn2002cd-20020415.49-fast.flm,-3.605702612183244,3734.0,7412.0,37.443143768848174,cfa,0.0097,15.47,0.24,0.68,0.21,0.59,0.02,33.42,0.29,2002cd
2002cd,410,sn2002cd-20020419.48-fast.flm,0.343447380299751,3734.0,7392.0,39.23473482294336,cfa,0.0097,15.47,0.24,0.68,0.21,0.59,0.02,33.42,0.29,2002cd
2002cd,411,sn2002cd-20020421.49-fast.flm,2.3328688050766204,3734.0,7412.0,39.14830505386996,cfa,0.0097,15.47,0.24,0.68,0.21,0.59,0.02,33.42,0.29,2002cd
2002cd,412,sn2002cd-20020422.49-fast.flm,3.3226307079532647,3734.0,7412.0,40.14859390722163,cfa,0.0097,15.47,0.24,0.68,0.21,0.59,0.02,33.42,0.29,2002cd
2002ck,50,sn2002ck-20020507-ui.flm,5.226903746515687,3258.0,10048.0,27.42692560689059,bsnip,0.0303,16.24,0.09,-0.04,0.16,-0.03,0.02,35.63,0.18,2002ck
2002ck,413,sn2002ck-20020502.46-fast.flm,0.3786907785876757,3666.0,7270.0,26.82155046877273,cfa,0.0303,16.24,0.09,-0.04,0.16,-0.03,0.02,35.63,0.18,2002ck
2002ck,414,sn2002ck-20020503.34-fast.flm,1.2331725353996243,3666.0,7270.0,40.11886555744256,cfa,0.0303,16.24,0.09,-0.04,0.16,-0.03,0.02,35.63,0.18,2002ck
2002ck,415,sn2002ck-20020505.37-fast.flm,3.204306588057172,3666.0,7194.0,47.92371699005196,cfa,0.0303,16.24,0.09,-0.04,0.16,-0.03,0.02,35.63,0.18,2002ck
2002ck,416,sn2002ck-20020507.38-fast.flm,5.156020600776095,3666.0,7270.0,36.63895911411685,cfa,0.0303,16.24,0.09,-0.04,0.16,-0.03,0.02,35.63,0.18,2002ck
2002cr,51,sn2002cr-20020507-ui-corrected.flm,-6.9635426986350994,3322.0,10252.0,110.75445796967728,bsnip,0.0104,14.18,0.21,-0.60,0.13,0.03,0.02,33.35,0.26,2002cr
2002cr,417,sn2002cr-20020508.21-fast.flm,-6.11551416683426,3738.0,7420.0,126.76153626754164,cfa,0.0104,14.18,0.21,-0.60,0.13,0.03,0.02,33.35,0.26,2002cr
2002cr,418,sn2002cr-20020512.19-fast.flm,-2.172577768970974,3738.0,7400.0,140.6378101260293,cfa,0.0104,14.18,0.21,-0.60,0.13,0.03,0.02,33.35,0.26,2002cr
2002cr,419,sn2002cr-20020515.28-fast.flm,0.888646720821484,3738.0,7420.0,146.11529905098567,cfa,0.0104,14.18,0.21,-0.60,0.13,0.03,0.02,33.35,0.26,2002cr
2002cr,420,sn2002cr-20020519.18-fast.flm,4.752328115710979,3738.0,7420.0,151.27166164335,cfa,0.0104,14.18,0.21,-0.60,0.13,0.03,0.02,33.35,0.26,2002cr
2002de,52,sn2002de-20020608.374-ui-corrected.flm,-0.16048772705958972,3142.0,10064.0,12.520731755109232,bsnip,0.0283,16.62,0.08,0.08,0.38,0.17,0.01,35.52,0.18,2002de
2002de,421,sn2002de-20020602.24-fast.flm,-6.126740562348091,3672.0,7284.0,19.070266556180265,cfa,0.0283,16.62,0.08,0.08,0.38,0.17,0.01,35.52,0.18,2002de
2002de,422,sn2002de-20020603.33-fast.flm,-5.066548910818706,3672.0,7284.0,38.62970817343295,cfa,0.0283,16.62,0.08,0.08,0.38,0.17,0.01,35.52,0.18,2002de
2002de,423,sn2002de-20020604.23-fast.flm,-4.191161308640105,3672.0,7284.0,36.94865589345412,cfa,0.0283,16.62,0.08,0.08,0.38,0.17,0.01,35.52,0.18,2002de
2002de,424,sn2002de-20020605.41-fast.flm,-3.0434308968963997,3672.0,7244.0,40.12801587516828,cfa,0.0283,16.62,0.08,0.08,0.38,0.17,0.01,35.52,0.18,2002de
2002de,425,sn2002de-20020606.22-fast.flm,-2.2555820549391967,3672.0,7244.0,48.477645089935606,cfa,0.0283,16.62,0.08,0.08,0.38,0.17,0.01,35.52,0.18,2002de
2002de,426,sn2002de-20020610.28-fast.flm,1.6933886837689565,3672.0,7244.0,53.230464505575114,cfa,0.0283,16.62,0.08,0.08,0.38,0.17,0.01,35.52,0.18,2002de
2002de,427,sn2002de-20020611.29-fast.flm,2.6757681039920023,3672.0,7284.0,52.868458985836746,cfa,0.0283,16.62,0.08,0.08,0.38,0.17,0.01,35.52,0.18,2002de
2002de,428,sn2002de-20020612.29-fast.flm,3.648420995299986,3672.0,7284.0,39.27697104606822,cfa,0.0283,16.62,0.08,0.08,0.38,0.17,0.01,35.52,0.18,2002de
2002dj,429,sn2002dj-20020619.18-fast.flm,-6.23047712833062,3738.0,7438.0,86.31754272912228,cfa,0.0104,13.93,0.21,-0.14,0.15,0.17,0.01,32.82,0.26,2002dj
2002dj,947,2002dj_20020620_3210_9231_00.dat,-5.41810771423749,3234.0,9094.0,134.2807363991778,other,0.0104,13.93,0.21,-0.14,0.15,0.17,0.01,32.82,0.26,2002dj
2002dj,948,2002dj_20020621_3255_9271_00.dat,-4.427413306806488,3278.0,9134.0,88.53862311031217,other,0.0104,13.93,0.21,-0.14,0.15,0.17,0.01,32.82,0.26,2002dj
2002do,430,sn2002do-20020619.43-fast.flm,1.9766094650865893,3714.0,7372.0,56.963015306275956,cfa,0.0152,15.28,0.21,-3.55,0.48,-0.04,0.06,34.26,0.24,2002do
2002dp,431,sn2002dp-20020620.47-fast.flm,-5.010680687474354,3730.0,7422.0,91.62207837419906,cfa,0.0105,14.54,0.21,-0.60,0.23,0.14,0.01,33.42,0.26,2002dp
2002dp,432,sn2002dp-20020702.45-fast.flm,6.8314883075880415,3730.0,7402.0,60.476359895639895,cfa,0.0105,14.54,0.21,-0.60,0.23,0.14,0.01,33.42,0.26,2002dp
2002er,53,sn2002er-20020903-ui-corrected.flm,-4.776073823409936,3154.0,10260.0,201.33274081376408,bsnip,,,,,,,,,,2002er
2002er,54,sn2002er-20020913-ui-corrected.flm,5.063609926535847,3214.0,10260.0,80.30993098230718,bsnip,,,,,,,,,,2002er
2002er,433,sn2002er-20020904.12-fast.flm,-3.881737392286371,3742.0,7426.0,110.55741584730707,cfa,,,,,,,,,,2002er
2002er,434,sn2002er-20020912.11-fast.flm,4.040378000907315,3742.0,7426.0,97.33523749843106,cfa,,,,,,,,,,2002er
2002er,949,2002er_20020902_3246_9308_00.dat,-5.9837254565661775,3272.0,9178.0,141.22373137988336,other,,,,,,,,,,2002er
2002er,950,2002er_20020903_3206_9997_00.dat,-4.992221652661833,3232.0,9862.0,83.9597860771139,other,,,,,,,,,,2002er
2002er,951,2002er_20020904_3200_9999_00.dat,-4.000717848757489,3226.0,9864.0,166.2101495442156,other,,,,,,,,,,2002er
2002er,952,2002er_20020905_3227_9997_00.dat,-3.0092140448531457,3254.0,9862.0,138.71259340205987,other,,,,,,,,,,2002er
2002er,953,2002er_20020907_6200_10097_00.dat,-1.0262064370444584,6200.0,9960.0,40.085951144598226,other,,,,,,,,,,2002er
2002er,954,2002er_20020908_3737_9384_00.dat,-0.03470263314011481,3758.0,9254.0,91.13840610460574,other,,,,,,,,,,2002er
2002er,955,2002er_20020910_3209_9997_00.dat,1.9483049746685728,3236.0,9862.0,398.67613484553885,other,,,,,,,,,,2002er
2002er,956,2002er_20020911_3459_7659_00.dat,2.939808778572916,3484.0,7544.0,78.8269378837728,other,,,,,,,,,,2002er
2002er,957,2002er_20020912_3252_9779_00.dat,3.93131258247726,3278.0,9646.0,58.97555465359869,other,,,,,,,,,,2002er
2002eu,55,sn2002eu-20020903-ui.flm,4.420667947795772,3088.0,9972.0,34.083797593513424,bsnip,,,,,,,,,,2002eu
2002eu,435,sn2002eu-20020903.46-fast.flm,4.438015238627334,3638.0,7216.0,22.39571980321653,cfa,,,,,,,,,,2002eu
2002eu,436,sn2002eu-20020905.49-fast.flm,6.3944041494669195,3638.0,7216.0,18.081982235189198,cfa,,,,,,,,,,2002eu
2002fb,56,sn2002fb-20020913-ui-corrected.flm,3.1863973524121474,3200.0,10190.0,42.14007292236865,bsnip,,,,,,,,,,2002fb
2002fb,437,sn2002fb-20020907.51-fast.flm,-2.509927951576872,3716.0,7374.0,16.858123238963785,cfa,,,,,,,,,,2002fb
2002fb,438,sn2002fb-20020909.43-fast.flm,-0.6193584470555018,3716.0,7374.0,27.52895741165767,cfa,,,,,,,,,,2002fb
2002fb,439,sn2002fb-20020912.44-fast.flm,2.3445031199332216,3716.0,7374.0,31.445063408148584,cfa,,,,,,,,,,2002fb
2002fk,440,sn2002fk-20020927.46-fast.flm,-3.3828968598726505,3746.0,7436.0,81.01678657485418,cfa,0.0066,13.09,0.33,-0.26,0.15,-0.07,0.02,32.55,0.37,2002fk
2002fk,441,sn2002fk-20020929.44-fast.flm,-1.416904555041372,3746.0,7436.0,336.656170028583,cfa,0.0066,13.09,0.33,-0.26,0.15,-0.07,0.02,32.55,0.37,2002fk
2002fk,442,sn2002fk-20021003.45-fast.flm,2.5647263249335674,3746.0,7436.0,147.28480816882626,cfa,0.0066,13.09,0.33,-0.26,0.15,-0.07,0.02,32.55,0.37,2002fk
2002fk,443,sn2002fk-20021005.42-fast.flm,4.520789375698035,3746.0,7436.0,193.3771112415963,cfa,0.0066,13.09,0.33,-0.26,0.15,-0.07,0.02,32.55,0.37,2002fk
2002fk,444,sn2002fk-20021007.45-fast.flm,6.53642795084892,3746.0,7436.0,177.09454942218528,cfa,0.0066,13.09,0.33,-0.26,0.15,-0.07,0.02,32.55,0.37,2002fk
2002g,445,sn2002G-20020120.53-fast.flm,-4.0522879610563285,3652.0,7224.0,19.72531535054215,cfa,0.0345,17.54,0.09,-1.73,0.68,0.27,0.04,35.98,0.21,2002g
2002g,446,sn2002G-20020122.52-fast.flm,-2.1272335226469834,3652.0,7244.0,23.230616218872036,cfa,0.0345,17.54,0.09,-1.73,0.68,0.27,0.04,35.98,0.21,2002g
2002ha,57,sn2002ha-20021102-ui-corrected.flm,-0.04337539432343062,3110.0,10204.0,116.10385589018931,bsnip,0.0131,14.66,0.17,-1.66,0.25,-0.02,0.02,33.83,0.23,2002ha
2002ha,58,sn2002ha-20021108-br-corrected.flm,5.733438485803326,3096.0,9234.0,105.41001923591948,bsnip,0.0131,14.66,0.17,-1.66,0.25,-0.02,0.02,33.83,0.23,2002ha
2002ha,447,sn2002ha-20021029.13-fast.flm,-3.996451104104618,3720.0,7382.0,70.19494143323061,cfa,0.0131,14.66,0.17,-1.66,0.25,-0.02,0.02,33.83,0.23,2002ha
2002ha,448,sn2002ha-20021104.11-mmt.flm,1.8986593059931745,3168.0,8722.0,225.2979364849403,cfa,0.0131,14.66,0.17,-1.66,0.25,-0.02,0.02,33.83,0.23,2002ha
2002ha,449,sn2002ha-20021108.09-fast.flm,5.822160883276224,3720.0,7382.0,82.21383205776155,cfa,0.0131,14.66,0.17,-1.66,0.25,-0.02,0.02,33.83,0.23,2002ha
2002he,59,sn2002he-20021101.642-joined.flm,-6.147980994841776,3908.0,9904.0,89.42332084015308,bsnip,0.0248,16.23,0.10,-2.06,0.26,0.01,0.02,35.26,0.18,2002he
2002he,60,sn2002he-20021106.649-joined.flm,-1.2610242015152595,3908.0,9904.0,120.09570496095512,bsnip,0.0248,16.23,0.10,-2.06,0.26,0.01,0.02,35.26,0.18,2002he
2002he,61,sn2002he-20021108-br.flm,0.057585470503654174,3050.0,9148.0,167.26284950016378,bsnip,0.0248,16.23,0.10,-2.06,0.26,0.01,0.02,35.26,0.18,2002he
2002he,62,sn2002he-20021111-br.flm,2.9856602418210145,3080.0,9138.0,134.66597198032974,bsnip,0.0248,16.23,0.10,-2.06,0.26,0.01,0.02,35.26,0.18,2002he
2002he,450,sn2002he-20021104.50-mmt.flm,-3.358501762699933,3138.0,8636.0,297.343321975124,cfa,0.0248,16.23,0.10,-2.06,0.26,0.01,0.02,35.26,0.18,2002he
2002he,451,sn2002he-20021111.52-fast.flm,3.4931932021795657,3684.0,7308.0,24.368900427568153,cfa,0.0248,16.23,0.10,-2.06,0.26,0.01,0.02,35.26,0.18,2002he
2002he,452,sn2002he-20021113.53-fast.flm,5.4550032989641855,3684.0,7308.0,44.47466829583471,cfa,0.0248,16.23,0.10,-2.06,0.26,0.01,0.02,35.26,0.18,2002he
2002hu,63,sn2002hu-20021108-br.flm,-5.771844660193893,3050.0,9094.0,99.85848653897564,bsnip,0.0292,16.59,0.08,0.27,0.17,-0.02,0.01,35.99,0.17,2002hu
2002hu,453,sn2002hu-20021108.41-fast.flm,-5.373786407763316,3664.0,7270.0,18.737416969751013,cfa,0.0292,16.59,0.08,0.27,0.17,-0.02,0.01,35.99,0.17,2002hu
2002hu,454,sn2002hu-20021110.31-fast.flm,-3.5291262135942114,3664.0,7270.0,19.918623642337142,cfa,0.0292,16.59,0.08,0.27,0.17,-0.02,0.01,35.99,0.17,2002hu
2002hu,455,sn2002hu-20021113.25-fast.flm,-0.6747572815531154,3664.0,7270.0,23.86828132539984,cfa,0.0292,16.59,0.08,0.27,0.17,-0.02,0.01,35.99,0.17,2002hu
2002hw,64,sn2002hw-20021111-br.flm,-5.988983179937126,3094.0,9194.0,79.73965486481411,bsnip,0.0163,16.66,0.14,-2.30,0.27,0.5,0.03,34.45,0.21,2002hw
2002hw,456,sn2002hw-20021111.20-fast.flm,-5.792429744431624,3708.0,7360.0,22.624408505458106,cfa,0.0163,16.66,0.14,-2.30,0.27,0.5,0.03,34.45,0.21,2002hw
2002hw,457,sn2002hw-20021112.10-fast.flm,-4.90793928464257,3708.0,7360.0,19.270770301231405,cfa,0.0163,16.66,0.14,-2.30,0.27,0.5,0.03,34.45,0.21,2002hw
2002hw,458,sn2002hw-20021114.10-fast.flm,-2.9424049295589616,3708.0,7360.0,21.620265086859074,cfa,0.0163,16.66,0.14,-2.30,0.27,0.5,0.03,34.45,0.21,2002hw
2002jy,459,sn2002jy-20021226.12-fast.flm,-0.10494311494344144,3702.0,7344.0,59.22734528486148,cfa,0.0187,15.69,0.12,0.77,0.19,0.02,0.01,35.05,0.2,2002jy
2002jy,460,sn2002jy-20021227.11-fast.flm,0.8660258925084638,3702.0,7344.0,56.320239808279744,cfa,0.0187,15.69,0.12,0.77,0.19,0.02,0.01,35.05,0.2,2002jy
2002jy,461,sn2002jy-20021229.08-fast.flm,2.7981561396653527,3702.0,7344.0,55.720508279998036,cfa,0.0187,15.69,0.12,0.77,0.19,0.02,0.01,35.05,0.2,2002jy
2002jy,462,sn2002jy-20030101.10-fast.flm,5.760102000784223,3702.0,7344.0,50.62904923000939,cfa,0.0187,15.69,0.12,0.77,0.19,0.02,0.01,35.05,0.2,2002jy
2002jy,463,sn2002jy-20030102.12-fast.flm,6.7604943114983,3702.0,7344.0,40.69913880415655,cfa,0.0187,15.69,0.12,0.77,0.19,0.02,0.01,35.05,0.2,2002jy
2002kf,464,sn2002kf-20021231.34-fast.flm,1.5137839693886452,3702.0,7346.0,60.57988700934594,cfa,0.0195,15.62,0.12,-1.35,0.19,0.0,0.02,34.76,0.2,2002kf
2002kf,465,sn2002kf-20030101.39-fast.flm,2.5439026783093848,3702.0,7346.0,39.09073904589415,cfa,0.0195,15.62,0.12,-1.35,0.19,0.0,0.02,34.76,0.2,2002kf
2002kf,466,sn2002kf-20030102.35-fast.flm,3.4857254978905954,3702.0,7346.0,24.34070859742176,cfa,0.0195,15.62,0.12,-1.35,0.19,0.0,0.02,34.76,0.2,2002kf
2002kf,467,sn2002kf-20030103.31-fast.flm,4.427548317471802,3702.0,7346.0,36.96152990843282,cfa,0.0195,15.62,0.12,-1.35,0.19,0.0,0.02,34.76,0.2,2002kf
2002kf,468,sn2002kf-20030105.30-fast.flm,6.379868537235602,3702.0,7346.0,39.99976296348849,cfa,0.0195,15.62,0.12,-1.35,0.19,0.0,0.02,34.76,0.2,2002kf
2003cg,469,sn2003cg-20030325.24-fast.flm,-6.016153286929695,3758.0,7458.0,81.13350008734812,cfa,0.0053,15.64,0.41,-0.63,0.13,1.16,0.01,32.03,0.44,2003cg
2003cg,470,sn2003cg-20030326.30-fast.flm,-4.960513080975339,3758.0,7458.0,97.25482944734098,cfa,0.0053,15.64,0.41,-0.63,0.13,1.16,0.01,32.03,0.44,2003cg
2003cg,471,sn2003cg-20030327.27-fast.flm,-3.9945027038390237,3758.0,7458.0,96.09907907126154,cfa,0.0053,15.64,0.41,-0.63,0.13,1.16,0.01,32.03,0.44,2003cg
2003cg,472,sn2003cg-20030328.26-fast.flm,-3.00857458695651,3758.0,7458.0,86.73155940619715,cfa,0.0053,15.64,0.41,-0.63,0.13,1.16,0.01,32.03,0.44,2003cg
2003cg,473,sn2003cg-20030329.27-mmt.flm,-2.002728730349536,3240.0,8150.0,1035.739157164733,cfa,0.0053,15.64,0.41,-0.63,0.13,1.16,0.01,32.03,0.44,2003cg
2003cg,474,sn2003cg-20030329.29-fast.flm,-1.9828109906105829,3758.0,7458.0,87.96308229289093,cfa,0.0053,15.64,0.41,-0.63,0.13,1.16,0.01,32.03,0.44,2003cg
2003cg,475,sn2003cg-20030330.23-fast.flm,-1.0466772230682044,3758.0,7458.0,68.21731737469972,cfa,0.0053,15.64,0.41,-0.63,0.13,1.16,0.01,32.03,0.44,2003cg
2003cg,476,sn2003cg-20030331.21-fast.flm,-0.0707079760624129,3758.0,7458.0,101.6460996908856,cfa,0.0053,15.64,0.41,-0.63,0.13,1.16,0.01,32.03,0.44,2003cg
2003cg,477,sn2003cg-20030401.22-fast.flm,0.9351378805518076,3758.0,7458.0,112.02699135969064,cfa,0.0053,15.64,0.41,-0.63,0.13,1.16,0.01,32.03,0.44,2003cg
2003cg,478,sn2003cg-20030402.33-fast.flm,2.0405724358390533,3758.0,7458.0,85.21544377226923,cfa,0.0053,15.64,0.41,-0.63,0.13,1.16,0.01,32.03,0.44,2003cg
2003cg,479,sn2003cg-20030403.18-fast.flm,2.8870763745706367,3758.0,7458.0,84.62426109337117,cfa,0.0053,15.64,0.41,-0.63,0.13,1.16,0.01,32.03,0.44,2003cg
